"","localid","sessionNums","queryType","questNum","pos","ttr","numTries","clipNum","clipName"
"1255","SSI_1080005391",7,3,30,409,"1032",0,3941,"1049_IOM_HAP_XX"
"1259","SSI_1080005391",7,3,31,413,"1936",0,1977,"1025_IOM_DIS_XX"
"1263","SSI_1080005391",7,3,32,417,"1283",0,3443,"1043_TIE_HAP_XX"
"1267","SSI_1080005391",7,3,33,421,"1297",0,5933,"1073_IWL_HAP_XX"
"1272","SSI_1160007759",8,1,91,4,"2564",0,7443,"ANG_HI_practice"
"1276","SSI_1160007759",8,1,92,8,"2430",0,7444,"SAD_MD_practice"
"1280","SSI_1160007759",8,1,1,12,"16592",0,265,"1004_TIE_ANG_XX"
"1284","SSI_1160007759",8,1,2,16,"2848",0,5715,"1070_TSI_DIS_XX"
"1288","SSI_1160007759",8,1,3,20,"5965",0,6711,"1083_IEO_SAD_HI"
"1292","SSI_1160007759",8,1,4,24,"3655",0,1731,"1022_IOM_DIS_XX"
"1296","SSI_1160007759",8,1,5,28,"661",0,2976,"1037_MTI_SAD_XX"
"1300","SSI_1160007759",8,1,6,32,"4973",0,16,"1001_IEO_DIS_HI"
"1304","SSI_1160007759",8,1,7,36,"2520",0,2727,"1034_TAI_DIS_XX"
"1308","SSI_1160007759",8,1,8,40,"5568",0,4470,"1055_DFA_SAD_XX"
"1312","SSI_1160007759",8,1,9,44,"3475",0,5964,"1073_WSI_SAD_XX"
"1316","SSI_1160007759",8,1,10,48,"10454",0,2229,"1028_IWW_DIS_XX"
"1320","SSI_1160007759",8,1,11,52,"566",0,6960,"1086_IEO_ANG_HI"
"1324","SSI_1160007759",8,1,12,56,"2481",0,4719,"1058_DFA_DIS_XX"
"1328","SSI_1160007759",8,1,13,60,"1416",0,1482,"1019_TIE_SAD_XX"
"1332","SSI_1160007759",8,1,14,64,"2534",0,3225,"1040_MTI_DIS_XX"
"1336","SSI_1160007759",8,1,15,68,"1642",0,1261,"1016_MTI_ANG_XX"
"1340","SSI_1160007759",8,1,16,72,"371",0,6213,"1077_IEO_NEU_XX"
"1344","SSI_1160007759",8,1,17,76,"1157",0,2727,"1034_TAI_DIS_XX"
"1348","SSI_1160007759",8,1,18,80,"3632",0,6462,"1080_IEO_HAP_HI"
"1352","SSI_1160007759",8,1,19,84,"5745",0,1012,"1013_MTI_NEU_XX"
"1356","SSI_1160007759",8,1,20,88,"1241",0,1980,"1025_IWW_SAD_XX"
"1360","SSI_1160007759",8,1,21,92,"1272",0,5217,"1064_ITS_DIS_XX"
"1364","SSI_1160007759",8,1,22,96,"8536",0,5466,"1067_TSI_SAD_XX"
"1368","SSI_1160007759",8,1,23,100,"6245",0,6711,"1083_IEO_SAD_HI"
"1372","SSI_1160007759",8,1,24,104,"6763",0,763,"1010_TAI_ANG_XX"
"1376","SSI_1160007759",8,1,25,108,"2477",0,2229,"1028_IWW_DIS_XX"
"1380","SSI_1160007759",8,1,26,112,"8992",0,7209,"1089_IEO_FEA_HI"
"1384","SSI_1160007759",8,1,27,116,"1520",0,3972,"1049_ITH_SAD_XX"
"1388","SSI_1160007759",8,1,28,120,"6047",0,514,"1007_IOM_NEU_XX"
"1392","SSI_1160007759",8,1,29,124,"4160",0,4968,"1061_ITS_SAD_XX"
"1396","SSI_1160007759",8,1,30,128,"23829",0,3474,"1043_IWL_SAD_XX"
"1400","SSI_1160007759",8,1,31,132,"2041",0,4221,"1052_ITH_DIS_XX"
"1404","SSI_1160007759",8,1,32,136,"5293",0,3723,"1046_IWL_DIS_XX"
"1408","SSI_1160007759",8,1,33,140,"3755",0,2478,"1031_TAI_SAD_XX"
"1412","SSI_1160007759",8,2,91,144,"4222",0,7443,"ANG_HI_practice"
"1416","SSI_1160007759",8,2,92,148,"1459",0,7444,"SAD_MD_practice"
"1420","SSI_1160007759",8,2,1,152,"2241",0,1040,"1013_ITS_FEA_XX"
"1424","SSI_1160007759",8,2,2,156,"2231",0,4249,"1053_IEO_HAP_HI"
"1428","SSI_1160007759",8,2,3,160,"3428",0,6739,"1083_TAI_NEU_XX"
"1432","SSI_1160007759",8,2,4,164,"1522",0,4498,"1056_IEO_SAD_HI"
"1436","SSI_1160007759",8,2,5,168,"3848",0,293,"1004_IWL_HAP_XX"
"1440","SSI_1160007759",8,2,6,172,"4552",0,44,"1001_MTI_ANG_XX"
"1444","SSI_1160007759",8,2,7,176,"3151",0,3253,"1040_TSI_ANG_XX"
"1448","SSI_1160007759",8,2,8,180,"5792",0,2506,"1031_ITS_NEU_XX"
"1452","SSI_1160007759",8,2,9,184,"3603",0,1510,"1019_IWL_NEU_XX"
"1456","SSI_1160007759",8,2,10,188,"3121",0,4747,"1059_IEO_ANG_HI"
"1460","SSI_1160007759",8,2,11,192,"4275",0,1289,"1016_TSI_HAP_XX"
"1464","SSI_1160007759",8,2,12,196,"6558",0,3502,"1043_WSI_NEU_XX"
"1468","SSI_1160007759",8,2,13,200,"1544",0,2257,"1028_DFA_ANG_XX"
"1472","SSI_1160007759",8,2,14,204,"4662",0,1759,"1022_ITH_ANG_XX"
"1476","SSI_1160007759",8,2,15,208,"2079",0,5743,"1071_TIE_DIS_XX"
"1480","SSI_1160007759",8,2,16,212,"4730",0,5494,"1068_TIE_SAD_XX"
"1484","SSI_1160007759",8,2,17,216,"691",0,4249,"1053_IEO_HAP_HI"
"1488","SSI_1160007759",8,2,18,220,"1807",0,2755,"1034_ITS_ANG_XX"
"1489","SSI_1160007759",8,2,18,221,"8555",1,2755,"1034_ITS_ANG_XX"
"1493","SSI_1160007759",8,2,19,225,"11144",0,6241,"1077_IWW_NEU_XX"
"1497","SSI_1160007759",8,2,20,229,"243",0,4747,"1059_IEO_ANG_HI"
"1501","SSI_1160007759",8,2,21,233,"20612",0,542,"1007_IWL_FEA_XX"
"1505","SSI_1160007759",8,2,22,237,"3004",0,5992,"1074_IOM_SAD_XX"
"1509","SSI_1160007759",8,2,23,241,"1434",0,4996,"1062_IEO_FEA_HI"
"1513","SSI_1160007759",8,2,24,245,"4418",0,4000,"1050_IEO_NEU_XX"
"1517","SSI_1160007759",8,2,25,249,"7997",0,2008,"1025_DFA_NEU_XX"
"1521","SSI_1160007759",8,2,26,253,"1110",0,44,"1001_MTI_ANG_XX"
"1525","SSI_1160007759",8,2,27,257,"1815",0,791,"1010_ITS_HAP_XX"
"1529","SSI_1160007759",8,2,28,261,"1088",0,3004,"1037_TSI_NEU_XX"
"1533","SSI_1160007759",8,2,29,265,"832",0,6988,"1086_TAI_ANG_XX"
"1537","SSI_1160007759",8,2,30,269,"933",0,3751,"1046_WSI_ANG_XX"
"1541","SSI_1160007759",8,2,31,273,"3540",0,7237,"1089_MTI_NEU_XX"
"1545","SSI_1160007759",8,2,32,277,"1355",0,5245,"1065_IEO_DIS_HI"
"1549","SSI_1160007759",8,2,33,281,"4244",0,6490,"1080_IWW_ANG_XX"
"1553","SSI_1160007759",8,3,91,285,"1021",0,7443,"ANG_HI_practice"
"1557","SSI_1160007759",8,3,92,289,"7932",0,7444,"SAD_MD_practice"
"1561","SSI_1160007759",8,3,1,293,"900",0,5522,"1068_IWL_NEU_XX"
"1565","SSI_1160007759",8,3,2,297,"2489",0,1538,"1019_WSI_FEA_XX"
"1569","SSI_1160007759",8,3,3,301,"2542",0,7265,"1089_ITS_FEA_XX"
"1573","SSI_1160007759",8,3,4,305,"1990",0,5024,"1062_MTI_NEU_XX"
"1577","SSI_1160007759",8,3,5,309,"1440",0,6518,"1080_DFA_HAP_XX"
"1581","SSI_1160007759",8,3,6,313,"1113",0,819,"1011_IEO_FEA_MD"
"1585","SSI_1160007759",8,3,7,317,"1857",0,3530,"1044_IOM_NEU_XX"
"1589","SSI_1160007759",8,3,8,321,"2399",0,6269,"1077_ITH_FEA_XX"
"1593","SSI_1160007759",8,3,9,325,"2076",0,2783,"1035_IEO_DIS_LO"
"1597","SSI_1160007759",8,3,10,329,"1585",0,2285,"1029_IEO_ANG_LO"
"1601","SSI_1160007759",8,3,11,333,"5255",0,321,"1004_TSI_DIS_XX"
"1605","SSI_1160007759",8,3,12,337,"670",0,1538,"1019_WSI_FEA_XX"
"1609","SSI_1160007759",8,3,13,341,"1085",0,2036,"1026_IEO_SAD_LO"
"1613","SSI_1160007759",8,3,14,345,"22817",0,3779,"1047_IOM_ANG_XX"
"1617","SSI_1160007759",8,3,15,349,"620",0,570,"1007_WSI_SAD_XX"
"1621","SSI_1160007759",8,3,16,353,"489",0,72,"1001_TSI_HAP_XX"
"1625","SSI_1160007759",8,3,17,357,"2202",0,2534,"1032_IEO_FEA_LO"
"1629","SSI_1160007759",8,3,18,361,"3820",0,4028,"1050_IWW_NEU_XX"
"1633","SSI_1160007759",8,3,19,365,"1246",0,5024,"1062_MTI_NEU_XX"
"1637","SSI_1160007759",8,3,20,369,"6255",0,1787,"1023_IEO_HAP_LO"
"1641","SSI_1160007759",8,3,21,373,"2152",0,1317,"1017_TIE_HAP_XX"
"1645","SSI_1160007759",8,3,22,377,"822",0,5771,"1071_IWL_ANG_XX"
"1649","SSI_1160007759",8,3,23,381,"556",0,3281,"1041_TIE_ANG_XX"
"1653","SSI_1160007759",8,3,24,385,"4732",0,6767,"1083_DFA_FEA_XX"
"1657","SSI_1160007759",8,3,25,389,"2758",0,4775,"1059_TAI_ANG_XX"
"1661","SSI_1160007759",8,3,26,393,"2635",0,1068,"1014_IEO_DIS_MD"
"1665","SSI_1160007759",8,3,27,397,"5550",0,7016,"1086_ITS_HAP_XX"
"1669","SSI_1160007759",8,3,28,401,"5201",0,6269,"1077_ITH_FEA_XX"
"1673","SSI_1160007759",8,3,29,405,"261",0,5273,"1065_MTI_ANG_XX"
"1677","SSI_1160007759",8,3,30,409,"3005",0,3032,"1038_TIE_NEU_XX"
"1681","SSI_1160007759",8,3,31,413,"7886",0,4277,"1053_IWW_ANG_XX"
"1685","SSI_1160007759",8,3,32,417,"733",0,6020,"1074_ITH_NEU_XX"
"1689","SSI_1160007759",8,3,33,421,"6582",0,4526,"1056_TAI_NEU_XX"
"1697","SSI_1160011957",12,1,91,4,"1732",0,7443,"ANG_HI_practice"
"1701","SSI_1160011957",12,1,92,8,"1365",0,7444,"SAD_MD_practice"
"1705","SSI_1160011957",12,1,1,12,"2130",0,2177,"1027_DFA_DIS_XX"
"1709","SSI_1160011957",12,1,2,16,"863",0,5165,"1064_TIE_HAP_XX"
"1713","SSI_1160011957",12,1,3,20,"4148",0,2426,"1030_ITS_SAD_XX"
"1717","SSI_1160011957",12,1,4,24,"1705",0,5414,"1067_TIE_FEA_XX"
"1721","SSI_1160011957",12,1,5,28,"1829",0,213,"1003_IWL_ANG_XX"
"1725","SSI_1160011957",12,1,6,32,"611",0,5663,"1070_IOM_HAP_XX"
"1729","SSI_1160011957",12,1,7,36,"3675",0,462,"1006_ITH_NEU_XX"
"1733","SSI_1160011957",12,1,8,40,"3998",0,7406,"1091_MTI_DIS_XX"
"1737","SSI_1160011957",12,1,9,44,"6085",0,3422,"1042_WSI_SAD_XX"
"1741","SSI_1160011957",12,1,10,48,"637",0,3920,"1049_IEO_HAP_MD"
"1745","SSI_1160011957",12,1,11,52,"735",0,4418,"1055_IEO_ANG_MD"
"1749","SSI_1160011957",12,1,12,56,"564",0,6161,"1076_IWW_HAP_XX"
"1753","SSI_1160011957",12,1,13,60,"3223",0,4667,"1058_IEO_FEA_MD"
"1757","SSI_1160011957",12,1,14,64,"657",0,1430,"1018_IWL_SAD_XX"
"1761","SSI_1160011957",12,1,15,68,"1457",0,3671,"1045_WSI_DIS_XX"
"1765","SSI_1160011957",12,1,16,72,"1540",0,7157,"1088_MTI_SAD_XX"
"1769","SSI_1160011957",12,1,17,76,"1139",0,462,"1006_ITH_NEU_XX"
"1773","SSI_1160011957",12,1,18,80,"712",0,3173,"1039_TSI_DIS_XX"
"1777","SSI_1160011957",12,1,19,84,"3573",0,1928,"1024_DFA_SAD_XX"
"1781","SSI_1160011957",12,1,20,88,"873",0,4169,"1052_IEO_SAD_MD"
"1785","SSI_1160011957",12,1,21,92,"1763",0,6908,"1085_TAI_DIS_XX"
"1789","SSI_1160011957",12,1,22,96,"1343",0,6659,"1082_TAI_SAD_XX"
"1793","SSI_1160011957",12,1,23,100,"518",0,2426,"1030_ITS_SAD_XX"
"1797","SSI_1160011957",12,1,24,104,"925",0,1181,"1015_MTI_DIS_XX"
"1801","SSI_1160011957",12,1,25,108,"643",0,3920,"1049_IEO_HAP_MD"
"1805","SSI_1160011957",12,1,26,112,"2409",0,2924,"1036_TSI_SAD_XX"
"1809","SSI_1160011957",12,1,27,116,"375",0,711,"1009_ITS_ANG_XX"
"1813","SSI_1160011957",12,1,28,120,"2425",0,5912,"1073_IOM_FEA_XX"
"1817","SSI_1160011957",12,1,29,124,"1015",0,2675,"1033_ITS_DIS_XX"
"1821","SSI_1160011957",12,1,30,128,"1601",0,4916,"1061_IEO_DIS_MD"
"1825","SSI_1160011957",12,1,31,132,"2392",0,960,"1012_TSI_NEU_XX"
"1829","SSI_1160011957",12,1,32,136,"1432",0,6410,"1079_IWW_DIS_XX"
"1833","SSI_1160011957",12,1,33,140,"3777",0,1679,"1021_ITH_DIS_XX"
"1837","SSI_1160011957",12,2,91,144,"1055",0,7443,"ANG_HI_practice"
"1841","SSI_1160011957",12,2,92,148,"2188",0,7444,"SAD_MD_practice"
"1845","SSI_1160011957",12,2,1,152,"1120",0,3450,"1043_IOM_SAD_XX"
"1849","SSI_1160011957",12,2,2,156,"1110",0,241,"1003_WSI_HAP_XX"
"1853","SSI_1160011957",12,2,3,160,"952",0,1458,"1018_WSI_NEU_XX"
"1857","SSI_1160011957",12,2,4,164,"2276",0,490,"1006_WSI_FEA_XX"
"1861","SSI_1160011957",12,2,5,168,"502",0,2205,"1028_IEO_ANG_HI"
"1865","SSI_1160011957",12,2,6,172,"760",0,4944,"1061_MTI_SAD_XX"
"1869","SSI_1160011957",12,2,7,176,"852",0,5193,"1064_MTI_DIS_XX"
"1873","SSI_1160011957",12,2,8,180,"934",0,6189,"1076_ITH_DIS_XX"
"1877","SSI_1160011957",12,2,9,184,"939",0,4197,"1052_IWW_DIS_XX"
"1881","SSI_1160011957",12,2,10,188,"1078",0,5691,"1070_IWL_DIS_XX"
"1885","SSI_1160011957",12,2,11,192,"727",0,3699,"1046_IOM_DIS_XX"
"1889","SSI_1160011957",12,2,12,196,"976",0,2952,"1037_TIE_SAD_XX"
"1893","SSI_1160011957",12,2,13,200,"577",0,3201,"1040_TIE_DIS_XX"
"1897","SSI_1160011957",12,2,14,204,"4774",0,3948,"1049_IWW_SAD_XX"
"1901","SSI_1160011957",12,2,15,208,"1176",0,6936,"1085_ITS_ANG_XX"
"1905","SSI_1160011957",12,2,16,212,"498",0,1209,"1015_TSI_ANG_XX"
"1909","SSI_1160011957",12,2,17,216,"956",0,241,"1003_WSI_HAP_XX"
"1913","SSI_1160011957",12,2,18,220,"743",0,4446,"1055_TAI_SAD_XX"
"1917","SSI_1160011957",12,2,19,224,"2259",0,739,"1010_IEO_DIS_LO"
"1921","SSI_1160011957",12,2,20,228,"643",0,5691,"1070_IWL_DIS_XX"
"1925","SSI_1160011957",12,2,21,232,"701",0,4695,"1058_TAI_DIS_XX"
"1929","SSI_1160011957",12,2,22,236,"895",0,6687,"1082_ITS_NEU_XX"
"1933","SSI_1160011957",12,2,23,240,"1185",0,1956,"1025_IEO_SAD_HI"
"1937","SSI_1160011957",12,2,24,244,"1579",0,988,"1013_TIE_NEU_XX"
"1941","SSI_1160011957",12,2,25,248,"1021",0,5442,"1067_IWL_SAD_XX"
"1945","SSI_1160011957",12,2,26,252,"865",0,4944,"1061_MTI_SAD_XX"
"1949","SSI_1160011957",12,2,27,256,"741",0,7185,"1088_TSI_NEU_XX"
"1953","SSI_1160011957",12,2,28,260,"711",0,2454,"1031_IEO_FEA_HI"
"1957","SSI_1160011957",12,2,29,264,"874",0,2703,"1034_IEO_DIS_HI"
"1961","SSI_1160011957",12,2,30,268,"819",0,1707,"1022_IEO_HAP_HI"
"1965","SSI_1160011957",12,2,31,272,"2818",0,5940,"1073_ITH_SAD_XX"
"1969","SSI_1160011957",12,2,32,276,"903",0,6438,"1079_DFA_ANG_XX"
"1973","SSI_1160011957",12,2,33,280,"513",0,7434,"1091_TSI_ANG_XX"
"1977","SSI_1160011957",12,3,91,284,"786",0,7443,"ANG_HI_practice"
"1981","SSI_1160011957",12,3,92,288,"460",0,7444,"SAD_MD_practice"
"1985","SSI_1160011957",12,3,1,292,"585",0,1486,"1019_IOM_NEU_XX"
"1989","SSI_1160011957",12,3,2,296,"1081",0,518,"1007_IOM_FEA_XX"
"1993","SSI_1160011957",12,3,3,300,"434",0,269,"1004_IOM_HAP_XX"
"1997","SSI_1160011957",12,3,4,304,"716",0,4723,"1058_ITS_ANG_XX"
"2001","SSI_1160011957",12,3,5,308,"733",0,3727,"1046_ITH_ANG_XX"
"2005","SSI_1160011957",12,3,6,312,"510",0,4225,"1052_DFA_ANG_XX"
"2009","SSI_1160011957",12,3,7,316,"1410",0,5968,"1074_IEO_NEU_XX"
"2013","SSI_1160011957",12,3,8,320,"456",0,4972,"1061_TSI_NEU_XX"
"2017","SSI_1160011957",12,3,9,324,"650",0,4474,"1055_ITS_NEU_XX"
"2021","SSI_1160011957",12,3,10,328,"2408",0,1016,"1013_MTI_FEA_XX"
"2025","SSI_1160011957",12,3,11,332,"880",0,5470,"1067_WSI_NEU_XX"
"2029","SSI_1160011957",12,3,12,336,"848",0,518,"1007_IOM_FEA_XX"
"2033","SSI_1160011957",12,3,13,340,"976",0,6964,"1086_IEO_DIS_LO"
"2037","SSI_1160011957",12,3,14,344,"4207",0,1735,"1022_IWW_ANG_XX"
"2041","SSI_1160011957",12,3,16,348,"431",0,2482,"1031_MTI_NEU_XX"
"2045","SSI_1160011957",12,3,15,352,"3255",0,1237,"1016_TIE_ANG_XX"
"2049","SSI_1160011957",12,3,17,356,"535",0,3976,"1049_DFA_NEU_XX"
"2053","SSI_1160011957",12,3,18,360,"661",0,6466,"1080_IEO_ANG_LO"
"2057","SSI_1160011957",12,3,19,364,"394",0,4723,"1058_ITS_ANG_XX"
"2061","SSI_1160011957",12,3,20,368,"575",0,20,"1001_TIE_ANG_XX"
"2065","SSI_1160011957",12,3,21,372,"395",0,5719,"1070_WSI_ANG_XX"
"2069","SSI_1160011957",12,3,22,376,"680",0,6715,"1083_IEO_FEA_LO"
"2073","SSI_1160011957",12,3,23,380,"439",0,767,"1010_MTI_HAP_XX"
"2077","SSI_1160011957",12,3,24,384,"474",0,5221,"1064_TSI_ANG_XX"
"2081","SSI_1160011957",12,3,25,388,"759",0,7213,"1089_TIE_NEU_XX"
"2085","SSI_1160011957",12,3,26,392,"1301",0,1984,"1025_TAI_NEU_XX"
"2089","SSI_1160011957",12,3,27,396,"1295",0,3229,"1040_IWL_ANG_XX"
"2093","SSI_1160011957",12,3,28,400,"549",0,4972,"1061_TSI_NEU_XX"
"2097","SSI_1160011957",12,3,29,404,"478",0,6217,"1077_IEO_SAD_LO"
"2101","SSI_1160011957",12,3,30,408,"592",0,2233,"1028_TAI_ANG_XX"
"2105","SSI_1160011957",12,3,31,412,"451",0,3478,"1043_ITH_NEU_XX"
"2109","SSI_1160011957",12,3,32,416,"1008",0,2980,"1037_IWL_NEU_XX"
"2113","SSI_1160011957",12,3,33,420,"1027",0,2731,"1034_MTI_ANG_XX"
"2125","SSI_1160019478",20,1,91,4,"1842",0,7443,"ANG_HI_practice"
"2129","SSI_1160019478",20,1,92,8,"2490",0,7444,"SAD_MD_practice"
"2133","SSI_1160019478",20,1,1,12,"4526",0,1429,"1018_IWL_HAP_XX"
"2137","SSI_1160019478",20,1,2,16,"8890",0,1678,"1021_ITH_FEA_XX"
"2141","SSI_1160019478",20,1,3,20,"9560",0,3670,"1045_WSI_FEA_XX"
"2145","SSI_1160019478",20,1,4,24,"4540",0,4666,"1058_IEO_FEA_LO"
"2149","SSI_1160019478",20,1,5,28,"5215",0,3172,"1039_TSI_FEA_XX"
"2153","SSI_1160019478",20,1,6,32,"2835",0,3919,"1049_IEO_HAP_LO"
"2157","SSI_1160019478",20,1,7,36,"4747",0,6658,"1082_TAI_HAP_XX"
"2161","SSI_1160019478",20,1,8,40,"2310",0,1927,"1024_DFA_HAP_XX"
"2165","SSI_1160019478",20,1,9,44,"2195",0,5662,"1070_IOM_NEU_XX"
"2169","SSI_1160019478",20,1,10,48,"975",0,2674,"1033_ITS_FEA_XX"
"2173","SSI_1160019478",20,1,11,52,"1669",0,2923,"1036_TSI_HAP_XX"
"2177","SSI_1160019478",20,1,12,56,"3170",0,5413,"1067_TIE_ANG_XX"
"2181","SSI_1160019478",20,1,13,60,"1966",0,4417,"1055_IEO_ANG_LO"
"2185","SSI_1160019478",20,1,14,64,"707",0,682,"1009_IWW_FEA_XX"
"2189","SSI_1160019478",20,1,15,68,"1614",0,184,"1003_TIE_FEA_XX"
"2193","SSI_1160019478",20,1,16,72,"7827",0,931,"1012_MTI_HAP_XX"
"2197","SSI_1160019478",20,1,17,76,"823",0,6658,"1082_TAI_HAP_XX"
"2201","SSI_1160019478",20,1,18,80,"3729",0,5164,"1064_TIE_NEU_XX"
"2205","SSI_1160019478",20,1,19,84,"3797",0,433,"1006_IOM_HAP_XX"
"2209","SSI_1160019478",20,1,20,88,"497",0,6409,"1079_IWW_FEA_XX"
"2213","SSI_1160019478",20,1,21,92,"892",0,3421,"1042_WSI_HAP_XX"
"2217","SSI_1160019478",20,1,22,96,"2193",0,7156,"1088_MTI_HAP_XX"
"2221","SSI_1160019478",20,1,23,100,"1260",0,3670,"1045_WSI_FEA_XX"
"2225","SSI_1160019478",20,1,24,104,"450",0,6907,"1085_TAI_FEA_XX"
"2229","SSI_1160019478",20,1,25,108,"2872",0,2674,"1033_ITS_FEA_XX"
"2233","SSI_1160019478",20,1,26,112,"3035",0,1180,"1015_MTI_FEA_XX"
"2237","SSI_1160019478",20,1,27,116,"3038",0,4168,"1052_IEO_SAD_LO"
"2241","SSI_1160019478",20,1,28,120,"1799",0,4915,"1061_IEO_DIS_LO"
"2245","SSI_1160019478",20,1,29,124,"10605",0,7405,"1091_MTI_FEA_XX"
"2249","SSI_1160019478",20,1,30,128,"2319",0,2176,"1027_DFA_FEA_XX"
"2253","SSI_1160019478",20,1,31,132,"5424",0,2425,"1030_ITS_HAP_XX"
"2257","SSI_1160019478",20,1,32,136,"2166",0,6160,"1076_IWW_NEU_XX"
"2261","SSI_1160019478",20,1,33,140,"498",0,5911,"1073_IOM_ANG_XX"
"2265","SSI_1160019478",20,2,91,144,"524",0,7443,"ANG_HI_practice"
"2269","SSI_1160019478",20,2,92,148,"1124",0,7444,"SAD_MD_practice"
"2273","SSI_1160019478",20,2,1,152,"9288",0,3200,"1040_TIE_FEA_XX"
"2277","SSI_1160019478",20,2,2,156,"1215",0,5192,"1064_MTI_FEA_XX"
"2281","SSI_1160019478",20,2,3,160,"876",0,212,"1003_IWL_SAD_XX"
"2285","SSI_1160019478",20,2,4,164,"1916",0,4694,"1058_TAI_FEA_XX"
"2289","SSI_1160019478",20,2,5,168,"4249",0,1457,"1018_TSI_DIS_XX"
"2293","SSI_1160019478",20,2,6,172,"435",0,1706,"1022_IEO_HAP_MD"
"2297","SSI_1160019478",20,2,7,176,"2417",0,2453,"1031_IEO_FEA_MD"
"2301","SSI_1160019478",20,2,8,180,"1314",0,6437,"1079_DFA_SAD_XX"
"2305","SSI_1160019478",20,2,9,184,"746",0,3449,"1043_IOM_HAP_XX"
"2309","SSI_1160019478",20,2,10,188,"860",0,3947,"1049_IWW_HAP_XX"
"2313","SSI_1160019478",20,2,11,192,"856",0,6188,"1076_ITH_FEA_XX"
"2317","SSI_1160019478",20,2,12,196,"805",0,4445,"1055_TAI_HAP_XX"
"2321","SSI_1160019478",20,2,13,200,"1575",0,5939,"1073_ITH_HAP_XX"
"2325","SSI_1160019478",20,2,14,204,"1974",0,6686,"1082_DFA_DIS_XX"
"2329","SSI_1160019478",20,2,15,208,"1959",0,1208,"1015_TSI_SAD_XX"
"2333","SSI_1160019478",20,2,16,212,"1245",0,5690,"1070_IWL_FEA_XX"
"2337","SSI_1160019478",20,2,17,216,"2237",0,5192,"1064_MTI_FEA_XX"
"2341","SSI_1160019478",20,2,18,220,"523",0,5441,"1067_IWL_HAP_XX"
"2345","SSI_1160019478",20,2,19,224,"800",0,2204,"1028_IEO_ANG_MD"
"2349","SSI_1160019478",20,2,20,228,"577",0,3947,"1049_IWW_HAP_XX"
"2353","SSI_1160019478",20,2,21,232,"897",0,959,"1012_ITS_DIS_XX"
"2357","SSI_1160019478",20,2,22,236,"1164",0,4196,"1052_IWW_FEA_XX"
"2361","SSI_1160019478",20,2,23,240,"1272",0,461,"1006_IWL_DIS_XX"
"2365","SSI_1160019478",20,2,24,244,"805",0,3698,"1046_IOM_FEA_XX"
"2369","SSI_1160019478",20,2,25,248,"955",0,6935,"1085_ITS_SAD_XX"
"2373","SSI_1160019478",20,2,26,252,"470",0,1706,"1022_IEO_HAP_MD"
"2377","SSI_1160019478",20,2,27,256,"725",0,710,"1009_ITS_SAD_XX"
"2381","SSI_1160019478",20,2,28,260,"1840",0,1955,"1025_IEO_SAD_MD"
"2385","SSI_1160019478",20,2,29,264,"2814",0,2702,"1034_IEO_DIS_MD"
"2389","SSI_1160019478",20,2,30,268,"469",0,2951,"1037_TIE_HAP_XX"
"2393","SSI_1160019478",20,2,31,272,"4228",0,7433,"1091_TSI_SAD_XX"
"2397","SSI_1160019478",20,2,32,276,"867",0,4943,"1061_MTI_HAP_XX"
"2401","SSI_1160019478",20,2,33,280,"2319",0,7184,"1088_ITS_DIS_XX"
"2405","SSI_1160019478",20,3,91,284,"425",0,7443,"ANG_HI_practice"
"2409","SSI_1160019478",20,3,92,288,"692",0,7444,"SAD_MD_practice"
"2413","SSI_1160019478",20,3,1,292,"3711",0,3477,"1043_IWL_DIS_XX"
"2417","SSI_1160019478",20,3,2,296,"5388",0,987,"1013_IEO_DIS_HI"
"2421","SSI_1160019478",20,3,3,300,"918",0,1983,"1025_IWW_DIS_XX"
"2425","SSI_1160019478",20,3,4,304,"1380",0,2979,"1037_MTI_DIS_XX"
"2429","SSI_1160019478",20,3,5,308,"642",0,6465,"1080_IEO_SAD_HI"
"2433","SSI_1160019478",20,3,6,312,"1920",0,240,"1003_WSI_NEU_XX"
"2437","SSI_1160019478",20,3,7,316,"738",0,7212,"1089_IEO_DIS_HI"
"2441","SSI_1160019478",20,3,8,320,"1568",0,3726,"1046_ITH_SAD_XX"
"2445","SSI_1160019478",20,3,9,324,"1158",0,2730,"1034_MTI_SAD_XX"
"2449","SSI_1160019478",20,3,10,328,"405",0,489,"1006_WSI_ANG_XX"
"2453","SSI_1160019478",20,3,11,332,"2994",0,4224,"1052_DFA_SAD_XX"
"2457","SSI_1160019478",20,3,12,336,"2255",0,987,"1013_IEO_DIS_HI"
"2461","SSI_1160019478",20,3,13,340,"2206",0,738,"1010_IEO_FEA_HI"
"2465","SSI_1160019478",20,3,14,344,"1830",0,5469,"1067_TSI_DIS_XX"
"2469","SSI_1160019478",20,3,15,348,"1049",0,3975,"1049_ITH_DIS_XX"
"2473","SSI_1160019478",20,3,16,352,"1457",0,19,"1001_TIE_SAD_XX"
"2477","SSI_1160019478",20,3,17,356,"675",0,6714,"1083_IEO_ANG_HI"
"2481","SSI_1160019478",20,3,18,360,"1049",0,4971,"1061_ITS_DIS_XX"
"2485","SSI_1160019478",20,3,19,364,"516",0,2979,"1037_MTI_DIS_XX"
"2489","SSI_1160019478",20,3,20,368,"1532",0,5220,"1064_TSI_SAD_XX"
"2493","SSI_1160019478",20,3,21,372,"768",0,1734,"1022_IWW_SAD_XX"
